TIPO IDENTIFICACION,NUMERO IDENTIFICACION,RAZON SOCIAL,MUNICIPIO_COD,NOMBRE_MUNICIPIO,DEPARTAMENTO_COD,NOMBRE_DEPARTAMENTO,ESTADO EMPRESA,COD INTERNO AREA,NATURALEZA,FECHA CORTE,ID INDICADOR,FECHA VIGENCIA,META
ID-ZW - FASE 2,6617002007,Dosquebradas,66170,DOSQUEBRADAS,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 1,6600106048,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 2,6607506001,Balboa,66075,BALBOA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 2,6668202003,Santa Rosa de Cabal,66682,SANTA ROSA DE CABAL,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 1,6600106097,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 1,6600106041,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 1,6600106027,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 2,6631802001,Guatica,66318,GUATICA,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 2,6668202005,Santa Rosa de Cabal,66682,SANTA ROSA DE CABAL,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 2,6617002006,Dosquebradas,66170,DOSQUEBRADAS,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 1,6600106040,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 1,6600106066,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 2,6607502001,Balboa,66075,BALBOA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 1,6600106063,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 1,6600106095,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 2,6668202001,Santa Rosa de Cabal,66682,SANTA ROSA DE CABAL,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 2,6617002011,Dosquebradas,66170,DOSQUEBRADAS,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 2,6604502002,Apia,66045,APIA,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 1,6600106015,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 1,6600106060,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 1,6600106091,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 2,6617002004,Dosquebradas,66170,DOSQUEBRADAS,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 1,6600106006,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 1,6600106050,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 1,6600106068,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 2,6668206001,Santa Rosa de Cabal,66682,SANTA ROSA DE CABAL,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 1,6600106018,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 1,6600106029,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 1,6600106044,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 2,6640002001,La Virginia,66400,LA VIRGINIA,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 1,6600106055,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 2,6657206001,Pueblo Rico,66572,PUEBLO RICO,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 2,6617006001,Dosquebradas,66170,DOSQUEBRADAS,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 1,6600106068,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 1,6600106098,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 1,6617001000,Dosquebradas,66170,DOSQUEBRADAS,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 1,6600106002,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 1,6600106061,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 1,6600106097,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 1,6600106042,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 1,6600106093,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 2,6657206002,Pueblo Rico,66572,PUEBLO RICO,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 1,6600106052,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 2,6668702001,Santuario,66687,SANTUARIO,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 1,6600106037,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 2,6600106102,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 2,6668702002,Santuario,66687,SANTUARIO,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 2,6617002007,Dosquebradas,66170,DOSQUEBRADAS,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 1,6600106058,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 1,6600106022,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 2,6668206003,Santa Rosa de Cabal,66682,SANTA ROSA DE CABAL,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 1,6600106072,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 1,6600106052,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 2,6631802002,Guatica,66318,GUATICA,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 1,6600106099,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 1,6600106017,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 1,6600106026,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 2,6668202002,Santa Rosa de Cabal,66682,SANTA ROSA DE CABAL,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 2,6617002003,Dosquebradas,66170,DOSQUEBRADAS,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 1,6600106076,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 1,6600106010,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 2,6631802002,Guatica,66318,GUATICA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 2,6617002008,Dosquebradas,66170,DOSQUEBRADAS,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 1,6600106080,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 1,6600106020,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 1,6600106016,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 1,6600106012,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 1,6600106019,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 2,6617002002,Dosquebradas,66170,DOSQUEBRADAS,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 1,6600106040,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 1,6600106039,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 1,6600106094,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 1,6600106005,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 1,6600106029,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 1,6600106081,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 1,6600106079,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 1,6600106070,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 2,6617006002,Dosquebradas,66170,DOSQUEBRADAS,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 1,6600106019,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 1,6600106032,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 1,6600106091,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 1,6600106056,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 1,6600106030,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 1,6600106007,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 2,6608802001,Belen de Umbria,66088,BELEN DE UMBRIA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 1,6600106065,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 1,6600106011,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 2,6640002004,La Virginia,66400,LA VIRGINIA,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 1,6600106075,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 2,6617002011,Dosquebradas,66170,DOSQUEBRADAS,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 1,6600106005,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 2,6644002002,Marsella,66440,MARSELLA,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 2,6600106101,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 1,6600106050,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 1,6600106008,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 2,6617002004,Dosquebradas,66170,DOSQUEBRADAS,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 2,6640002006,La Virginia,66400,LA VIRGINIA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 1,6600106003,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 2,6600106100,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 1,6600106044,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 2,6640002004,La Virginia,66400,LA VIRGINIA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 2,6617002010,Dosquebradas,66170,DOSQUEBRADAS,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 1,6600106042,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 1,6600106026,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 2,6644002002,Marsella,66440,MARSELLA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 1,6600106059,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 2,6617002009,Dosquebradas,66170,DOSQUEBRADAS,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 2,6640002003,La Virginia,66400,LA VIRGINIA,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 1,6600106016,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 1,6600106033,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 2,6640002002,La Virginia,66400,LA VIRGINIA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 1,6600106057,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 1,6600106008,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 2,6617006003,Dosquebradas,66170,DOSQUEBRADAS,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 1,6600106065,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 1,6600106053,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 2,6600106101,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 2,6668206001,Santa Rosa de Cabal,66682,SANTA ROSA DE CABAL,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 2,6617002009,Dosquebradas,66170,DOSQUEBRADAS,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 1,6600106045,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 1,6600106060,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 1,6600106066,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 1,6600106058,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 2,6608802002,Belen de Umbria,66088,BELEN DE UMBRIA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 1,6600106054,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 1,6600106032,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 1,6600106003,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 1,6600106074,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 1,6600106079,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 2,6668206002,Santa Rosa de Cabal,66682,SANTA ROSA DE CABAL,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 1,6600106088,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 1,6600106046,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 2,6617002006,Dosquebradas,66170,DOSQUEBRADAS,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 2,6604502001,Apia,66045,APIA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 1,6600106046,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 1,6600106087,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 1,6600106039,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 2,6604502002,Apia,66045,APIA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 1,6600106088,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 1,6600106025,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 1,6600106012,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 1,6600106086,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 2,6604502001,Apia,66045,APIA,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 2,6657202001,Pueblo Rico,66572,PUEBLO RICO,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 2,6668202003,Santa Rosa de Cabal,66682,SANTA ROSA DE CABAL,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 2,6640002005,La Virginia,66400,LA VIRGINIA,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 1,6600106027,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 2,6600106104,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 2,6668202002,Santa Rosa de Cabal,66682,SANTA ROSA DE CABAL,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 1,6600106020,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 1,6600106086,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2016-12-31,4198,2016-12-31,250
ID-ZW - FASE 2,6640002003,La Virginia,66400,LA VIRGINIA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
ID-ZW - FASE 1,6600106098,Pereira,66001,PEREIRA,66,RISARALDA,ACTIVO,,PUBLICA,2017-12-31,4900,2017-12-31,300
